Keyword list for subcorpus "1835x1870" compared to subcorpus "1800x1834";
using Log Ratio (with 0.01% significance filter, adjusted LL threshold = 43.4);
items must have minimum frequency 3 in list #1 and 3 in list #2.
Showing positively key items only.
__________________

Number	Word	Freq 1	Freq 1 (per mill)	Freq 2	Freq 2 (per mill)	+/-	Stat 1.	Stat 2.
1197	Pfd.	1981	32.64	110	8.21	+	1.99	304.46
1198	Ersichtlich	324	5.34	18	1.34	+	1.99	49.77
1199	gewehre	324	5.34	18	1.34	+	1.99	49.77
1200	Buchhandel	449	7.40	25	1.87	+	1.99	68.84
1201	Leibesübungen	377	6.21	21	1.57	+	1.99	57.78
1202	Rundschreiben	323	5.32	18	1.34	+	1.99	49.48
1203	Grammatische	484	7.97	27	2.02	+	1.98	74.08
1204	tg	555	9.14	31	2.31	+	1.98	84.85
1205	Rp.	7402	121.95	414	30.90	+	1.98	1130.33
1206	Kan¬	536	8.83	30	2.24	+	1.98	81.79
1207	Juristen	428	7.05	24	1.79	+	1.98	65.2
1208	Pfr.	4529	74.61	254	18.96	+	1.98	689.9
1209	Aargaus	303	4.99	17	1.27	+	1.98	46.14
1210	ArmenwesenS	392	6.46	22	1.64	+	1.98	59.67
1211	Hinweisung	320	5.27	18	1.34	+	1.97	48.61
1212	Zellen	798	13.15	45	3.36	+	1.97	120.95
1213	Courtelary	707	11.65	40	2.99	+	1.96	106.84
1214	Namentlich	14311	235.77	810	60.46	+	1.96	2162.14
1215	geeigneter	477	7.86	27	2.02	+	1.96	72.05
1216	Einsendung	689	11.35	39	2.91	+	1.96	104.07
1217	PriSma	353	5.82	20	1.49	+	1.96	53.27
1218	vielfach	2364	38.95	134	10.00	+	1.96	356.63
1219	Blüthen	1587	26.15	90	6.72	+	1.96	239.31
1220	Statistische	546	9.00	31	2.31	+	1.96	82.24
1221	Kiefer	405	6.67	23	1.72	+	1.96	60.99
1222	Käntonsrath	387	6.38	22	1.64	+	1.96	58.23
1223	Länglich	897	14.78	51	3.81	+	1.96	134.94
1224	kantons-	668	11.01	38	2.84	+	1.96	100.44
1225	Ernährung	333	5.49	19	1.42	+	1.95	49.93
1226	/g	876	14.43	50	3.73	+	1.95	131.31
1227	dr.	4993	82.26	285	21.27	+	1.95	748.47
1228	konfession	1121	18.47	64	4.78	+	1.95	168
1229	zulässig	350	5.77	20	1.49	+	1.95	52.41
1230	Trier	454	7.48	26	1.94	+	1.95	67.85
1231	fabriken	2457	40.48	141	10.52	+	1.94	366.48
1232	Leinen	574	9.46	33	2.46	+	1.94	85.47
1233	Verein	5025	82.79	289	21.57	+	1.94	748.03
1234	Lesebuches	295	4.86	17	1.27	+	1.94	43.83
1235	br.	971	16.00	56	4.18	+	1.94	144.16
1236	wöchentlichen	537	8.85	31	2.31	+	1.93	79.66
1237	ziegeln	519	8.55	30	2.24	+	1.93	76.89
1238	Paragraphen	622	10.25	36	2.69	+	1.93	92.04
1239	Liberale	449	7.40	26	1.94	+	1.93	66.41
1240	Hefte	1433	23.61	83	6.20	+	1.93	211.91
1241	Anregung	1500	24.71	87	6.49	+	1.93	221.53
1242	Lebendigkeit	362	5.96	21	1.57	+	1.93	53.45
1243	Berücksichtigung	1929	31.78	112	8.36	+	1.93	284.61
1244	Vertreten	1771	29.18	103	7.69	+	1.92	260.88
1245	gerathe	447	7.36	26	1.94	+	1.92	65.84
1246	auser-	429	7.07	25	1.87	+	1.92	63.08
1247	vertreter	806	13.28	47	3.51	+	1.92	118.43
1248	gem.	1130	18.62	66	4.93	+	1.92	165.79
1249	gestützt	1147	18.90	67	5.00	+	1.92	168.27
1250	protest	735	12.11	43	3.21	+	1.92	107.67
1251	Abgehalten	1722	28.37	101	7.54	+	1.91	251.65
1252	Notiz	680	11.20	40	2.99	+	1.91	99.1
1253	Schönschreiben	408	6.72	24	1.79	+	1.91	59.46
1254	Günstiges	389	6.41	23	1.72	+	1.9	56.41
1255	Rahmen	321	5.29	19	1.42	+	1.9	46.5
1256	Lnzern	1081	17.81	64	4.78	+	1.9	156.57
1257	AmtSbruder	304	5.01	18	1.34	+	1.9	44.03
1258	Vorherrschend	709	11.68	42	3.13	+	1.9	102.63
1259	Leh-	523	8.62	31	2.31	+	1.9	75.66
1260	Mittagessen	388	6.39	23	1.72	+	1.9	56.13
1261	Reduzirt	388	6.39	23	1.72	+	1.9	56.13
1262	1850.	303	4.99	18	1.34	+	1.89	43.74
1263	Wonach	808	13.31	48	3.58	+	1.89	116.64
1264	ebenso	8944	147.35	532	39.71	+	1.89	1289.72
1265	Sachsen	2014	33.18	120	8.96	+	1.89	289.92
1266	Klang	587	9.67	35	2.61	+	1.89	84.44
1267	Bde.	553	9.11	33	2.46	+	1.89	79.49
1268	ausgestellte	318	5.24	19	1.42	+	1.89	45.65
1269	Deputation	318	5.24	19	1.42	+	1.89	45.65
1270	noth¬	318	5.24	19	1.42	+	1.89	45.65
1271	Bewerber	1004	16.54	60	4.48	+	1.88	144.11
1272	Ausdauer	803	13.23	48	3.58	+	1.88	115.23
1273	entsprechend	920	15.16	55	4.11	+	1.88	132
1274	Volksbildung	1270	20.92	76	5.67	+	1.88	182.05
1275	Einverstanden	1168	19.24	70	5.22	+	1.88	167.18
1276	lehrern	6379	105.09	383	28.59	+	1.88	911.5
1277	Hervorgerufen	566	9.32	34	2.54	+	1.88	80.83
1278	Definitive	416	6.85	25	1.87	+	1.88	59.39
1279	Cultus	449	7.40	27	2.02	+	1.88	64.06
1280	geeignete	848	13.97	51	3.81	+	1.88	120.97
1281	Inspektion	532	8.76	32	2.39	+	1.88	75.88
1282	feien	581	9.57	35	2.61	+	1.87	82.74
1283	offiziellen	332	5.47	20	1.49	+	1.87	47.28
1284	schulkommission	530	8.73	32	2.39	+	1.87	75.31
1285	Kreisen	1722	28.37	104	7.76	+	1.87	244.63
1286	Stufe	3771	62.13	228	17.02	+	1.87	535.16
1287	musste	380	6.26	23	1.72	+	1.87	53.87
1288	Marktflecken	991	16.33	60	4.48	+	1.87	140.44
1289	privaten	1387	22.85	84	6.27	+	1.87	196.51
1290	erfreuliche	841	13.86	51	3.81	+	1.86	118.99
1291	Vereine	3444	56.74	209	15.60	+	1.86	486.97
1292	Guthaben	379	6.24	23	1.72	+	1.86	53.59
1293	Schul¬	1351	22.26	82	6.12	+	1.86	190.99
1294	Fraubrunnen	1021	16.82	62	4.63	+	1.86	144.27
1295	protestant	741	12.21	45	3.36	+	1.86	104.7
1296	ErziehungSrath	1876	30.91	114	8.51	+	1.86	264.9
1297	Congregation	329	5.42	20	1.49	+	1.86	46.44
1298	obne	329	5.42	20	1.49	+	1.86	46.44
1299	Berichterstatter	1150	18.95	70	5.22	+	1.86	162.12
1300	Kirchlich	542	8.93	33	2.46	+	1.86	76.39
1301	Nidwalden	542	8.93	33	2.46	+	1.86	76.39
1302	Biblische	755	12.44	46	3.43	+	1.86	106.33
1303	Kerzen	377	6.21	23	1.72	+	1.86	53.03
1304	ausschreibung	639	10.53	39	2.91	+	1.85	89.84
1305	erz-	344	5.67	21	1.57	+	1.85	48.35
1306	Raumlehre	310	5.11	19	1.42	+	1.85	43.4
1307	Konstruktion	587	9.67	36	2.69	+	1.85	82.13
1308	Schulfonds	342	5.63	21	1.57	+	1.85	47.79
1309	Ausgestellt	2638	43.46	162	12.09	+	1.85	368.62
1310	gliederung	537	8.85	33	2.46	+	1.84	74.98
1311	Lehrstellen	325	5.35	20	1.49	+	1.84	45.32
1312	Schulhauser	455	7.50	28	2.09	+	1.84	63.45
1313	verleiht	325	5.35	20	1.49	+	1.84	45.32
1314	Solothnrn	601	9.90	37	2.76	+	1.84	83.77
1315	Apparate	536	8.83	33	2.46	+	1.84	74.7
1316	erfreulicher	341	5.62	21	1.57	+	1.84	47.51
1317	Mehrzahl	1981	32.64	122	9.11	+	1.84	276.03
1318	Nordamerika	1542	25.40	95	7.09	+	1.84	214.77
1319	RituS	357	5.88	22	1.64	+	1.84	49.71
1320	passenden	438	7.22	27	2.02	+	1.84	60.97
1321	Biographie	373	6.15	23	1.72	+	1.84	51.91
1322	sträuch	373	6.15	23	1.72	+	1.84	51.91
1323	Sofort	3401	56.03	210	15.67	+	1.84	472.64
1324	bedeutung	6721	110.73	415	30.98	+	1.84	934.06
1325	büchlein	1587	26.15	98	7.31	+	1.84	220.53
1326	Feierliche	1020	16.80	63	4.70	+	1.84	141.71
1327	Katholischer	1780	29.33	110	8.21	+	1.84	247.16
1328	Entsprechenden	1260	20.76	78	5.82	+	1.83	174.65
1329	kaplan	1599	26.34	99	7.39	+	1.83	221.61
1330	Darlegung	355	5.85	22	1.64	+	1.83	49.15
1331	Spezielle	887	14.61	55	4.11	+	1.83	122.74
1332	liken	596	9.82	37	2.76	+	1.83	82.37
1333	ferien	595	9.80	37	2.76	+	1.83	82.1
1334	beabsichtigte	418	6.89	26	1.94	+	1.83	57.66
1335	Haaren	691	11.38	43	3.21	+	1.83	95.27
1336	korporation	514	8.47	32	2.39	+	1.83	70.84
1337	befriedigend	1060	17.46	66	4.93	+	1.83	146.07
1338	Freibergen	530	8.73	33	2.46	+	1.83	73.03
1339	Diöcese	321	5.29	20	1.49	+	1.82	44.2
1340	reg	1059	17.45	66	4.93	+	1.82	145.79
1341	Gebrudern	609	10.03	38	2.84	+	1.82	83.74
1342	Kirchliches	320	5.27	20	1.49	+	1.82	43.93
1343	Erledigt	1055	17.38	66	4.93	+	1.82	144.68
1344	Zusammenstellung	911	15.01	57	4.25	+	1.82	124.91
1345	Irland	1230	20.26	77	5.75	+	1.82	168.56
1346	Konkurrenz	463	7.63	29	2.16	+	1.82	63.41
1347	Nuntiatur	399	6.57	25	1.87	+	1.82	54.63
1348	gebr	319	5.26	20	1.49	+	1.82	43.65
1349	Schwestern	2392	39.41	150	11.20	+	1.82	327.23
1350	Thätigkeiten	414	6.82	26	1.94	+	1.81	56.55
1351	Prinzipièn	573	9.44	36	2.69	+	1.81	78.23
1352	sämmtliche	4157	68.49	262	19.56	+	1.81	565.75
1353	kommunion	555	9.14	35	2.61	+	1.81	75.48
1354	Landwirthschaftliche	602	9.92	38	2.84	+	1.81	81.8
1355	Naturwissenschaften	822	13.54	52	3.88	+	1.8	111.44
1356	Australien	600	9.88	38	2.84	+	1.8	81.24
1357	Feuersbrünste	347	5.72	22	1.64	+	1.8	46.93
1358	Patienten	441	7.27	28	2.09	+	1.8	59.56
1359	Anbetung	409	6.74	26	1.94	+	1.8	55.17
1360	Schweizerbürger	409	6.74	26	1.94	+	1.8	55.17
1361	erfreuliches	346	5.70	22	1.64	+	1.8	46.66
1362	erzielen	849	13.99	54	4.03	+	1.8	114.45
1363	Sibirien	393	6.47	25	1.87	+	1.79	52.97
1364	Strafanstalten	330	5.44	21	1.57	+	1.79	44.46
1365	Zähl-	377	6.21	24	1.79	+	1.79	50.77
1366	poetische	455	7.50	29	2.16	+	1.79	61.2
1367	klö-	502	8.27	32	2.39	+	1.79	67.52
1368	Letzterem	345	5.68	22	1.64	+	1.79	46.38
1369	Geeigneten	1082	17.83	69	5.15	+	1.79	145.46
1370	Heiligung	392	6.46	25	1.87	+	1.79	52.7
1371	Durchgeführt	768	12.65	49	3.66	+	1.79	103.19
1372	q.	1332	21.94	85	6.34	+	1.79	178.95
1373	klingt	329	5.42	21	1.57	+	1.79	44.19
1374	Fabrik	1598	26.33	102	7.61	+	1.79	214.62
1375	liberalen	940	15.49	60	4.48	+	1.79	126.25
1376	Erzielt	1049	17.28	67	5.00	+	1.79	140.79
1377	Tüchtige	1393	22.95	89	6.64	+	1.79	186.9
1378	Derb	453	7.46	29	2.16	+	1.79	60.65
1379	Elementarschulen	531	8.75	34	2.54	+	1.79	71.08
1380	medizin	531	8.75	34	2.54	+	1.79	71.08
1381	ßet	609	10.03	39	2.91	+	1.79	81.51
1382	Sonstige	484	7.97	31	2.31	+	1.78	64.77
1383	Verwirklichung	437	7.20	28	2.09	+	1.78	58.46
1384	pädagogische	1262	20.79	81	6.05	+	1.78	168.51
1385	freitag	592	9.75	38	2.84	+	1.78	79.04
1386	30,000	919	15.14	59	4.40	+	1.78	122.68
1387	Union	467	7.69	30	2.24	+	1.78	62.3
1388	Intoleranz	358	5.90	23	1.72	+	1.78	47.75
1389	Erziehungswesens	342	5.63	22	1.64	+	1.78	45.56
1390	gemeinde-	637	10.49	41	3.06	+	1.78	84.81
1391	gymnasium	2734	45.04	176	13.14	+	1.78	363.93
1392	Notizen	1505	24.79	97	7.24	+	1.78	200.08
1393	Lesebüch	2153	35.47	139	10.38	+	1.77	285.71
1394	gefärbt	573	9.44	37	2.76	+	1.77	76.02
1395	statuten	2214	36.48	143	10.67	+	1.77	293.67
1396	Festtage	681	11.22	44	3.28	+	1.77	90.3
1397	zählte	3339	55.01	216	16.12	+	1.77	442.16
1398	Bräune	448	7.38	29	2.16	+	1.77	59.28
1399	Mentlich	571	9.41	37	2.76	+	1.77	75.48
1400	Uebelstand	571	9.41	37	2.76	+	1.77	75.48
1401	Energie	756	12.45	49	3.66	+	1.77	99.9
1402	StifteS	586	9.65	38	2.84	+	1.77	77.4
1403	Schlesien	755	12.44	49	3.66	+	1.77	99.63
1404	Comp.	970	15.98	63	4.70	+	1.76	127.9
1405	gewinnung	400	6.59	26	1.94	+	1.76	52.7
1406	serner	400	6.59	26	1.94	+	1.76	52.7
1407	Würzbürg	384	6.33	25	1.87	+	1.76	50.5
1408	heützutage	889	14.65	58	4.33	+	1.76	116.66
1409	15,000	659	10.86	43	3.21	+	1.76	86.46
1410	Andererseits	796	13.11	52	3.88	+	1.76	104.31
1411	Unterrichts-	551	9.08	36	2.69	+	1.76	72.19
1412	kohle	566	9.32	37	2.76	+	1.76	74.11
1413	bläu	1055	17.38	69	5.15	+	1.75	138.07
1414	Volksschulen	2324	38.29	152	11.35	+	1.75	304.15
1415	8°	336	5.54	22	1.64	+	1.75	43.92
1416	entfalten	458	7.55	30	2.24	+	1.75	59.84
1417	Ausscheidung	473	7.79	31	2.31	+	1.75	61.76
1418	baumwolle	1068	17.60	70	5.22	+	1.75	139.45
1419	03	717	11.81	47	3.51	+	1.75	93.61
1420	längerer	899	14.81	59	4.40	+	1.75	117.22
1421	lektüre	775	12.77	51	3.81	+	1.75	100.75
1422	vereines	454	7.48	30	2.24	+	1.74	58.76
1423	verzichten	454	7.48	30	2.24	+	1.74	58.76
1424	sprach-	605	9.97	40	2.99	+	1.74	78.25
1425	Obwalden	544	8.96	36	2.69	+	1.74	70.29
1426	Taubstummen	695	11.45	46	3.43	+	1.74	89.79
1427	Wöchentliche	438	7.22	29	2.16	+	1.74	56.56
1428	Zeitschriften	740	12.19	49	3.66	+	1.74	95.55
1429	trockenen	649	10.69	43	3.21	+	1.74	83.75
1430	Vorzugsweise	2848	46.92	189	14.11	+	1.73	366.87
1431	Einübung	482	7.94	32	2.39	+	1.73	62.06
1432	bataillone	542	8.93	36	2.69	+	1.73	69.75
1433	Bein	602	9.92	40	2.99	+	1.73	77.44
1434	Cos	1866	30.74	124	9.26	+	1.73	240.01
1435	genügt	1068	17.60	71	5.30	+	1.73	137.31
1436	Gräfin	391	6.44	26	1.94	+	1.73	50.25
1437	Nassau	391	6.44	26	1.94	+	1.73	50.25
1438	Nächstens	857	14.12	57	4.25	+	1.73	110.12
1439	KursuS	556	9.16	37	2.76	+	1.73	71.4
1440	Hochw	1818	29.95	121	9.03	+	1.73	233.43
1441	beabsichtigt	390	6.43	26	1.94	+	1.73	49.98
1442	leiblichen	480	7.91	32	2.39	+	1.73	61.52
1443	kompagnie	524	8.63	35	2.61	+	1.72	67.02
1444	Seminaristen	1017	16.75	68	5.08	+	1.72	129.92
1445	uster	1538	25.34	103	7.69	+	1.72	196.13
1446	Becker	433	7.13	29	2.16	+	1.72	55.21
1447	Einspräche	388	6.39	26	1.94	+	1.72	49.45
1448	patentirt	343	5.65	23	1.72	+	1.72	43.68
1449	Statistik	1058	17.43	71	5.30	+	1.72	134.61
1450	Vorwort	447	7.36	30	2.24	+	1.72	56.87
1451	Flügel	1638	26.99	110	8.21	+	1.72	208.24
1452	Zucker	1042	17.17	70	5.22	+	1.72	132.42
1453	ausgestellten	833	13.72	56	4.18	+	1.72	105.77
1454	200,000	580	9.56	39	2.91	+	1.71	73.63
1455	Abgesehen	1722	28.37	116	8.66	+	1.71	218.16
1456	ist's	875	14.42	59	4.40	+	1.71	110.74
1457	Abordnung	400	6.59	27	2.02	+	1.71	50.56
1458	Schulkinder	548	9.03	37	2.76	+	1.71	69.25
1459	ausgeführten	385	6.34	26	1.94	+	1.71	48.64
1460	Vikar	1495	24.63	101	7.54	+	1.71	188.79
1461	Postamter	592	9.75	40	2.99	+	1.71	74.75
1462	Durchsichtig	370	6.10	25	1.87	+	1.71	46.72
1463	satzes	1285	21.17	87	6.49	+	1.7	161.88
1464	Würtemberg	930	15.32	63	4.70	+	1.7	117.08
1465	Matte	354	5.83	24	1.79	+	1.7	44.53
1466	Sern	2020	33.28	137	10.23	+	1.7	253.98
1467	NB	427	7.03	29	2.16	+	1.7	53.6
1468	botanischen	368	6.06	25	1.87	+	1.7	46.18
1469	Prie-	515	8.48	35	2.61	+	1.7	64.6
1470	Iah-	353	5.82	24	1.79	+	1.7	44.26
1471	Korporationen	838	13.81	57	4.25	+	1.7	105.02
1472	Feiern	690	11.37	47	3.51	+	1.7	86.33
1473	Gefertigt	455	7.50	31	2.31	+	1.7	56.91
1474	Dez.	1262	20.79	86	6.42	+	1.7	157.82
1475	06	572	9.42	39	2.91	+	1.69	71.49
1476	direktors	528	8.70	36	2.69	+	1.69	65.99
1477	Natron	396	6.52	27	2.02	+	1.69	49.49
1478	Gläubige	542	8.93	37	2.76	+	1.69	67.64
1479	realen	527	8.68	36	2.69	+	1.69	65.72
1480	geistig	1083	17.84	74	5.52	+	1.69	135.02
1481	Klasse	9639	158.80	659	49.19	+	1.69	1201.05
1482	Flüchtlinge	468	7.71	32	2.39	+	1.69	58.3
1483	tüchtigen	1228	20.23	84	6.27	+	1.69	152.91
1484	Beginne	453	7.46	31	2.31	+	1.69	56.38
1485	Spitz	511	8.42	35	2.61	+	1.69	63.53
1486	Wirthsh	365	6.01	25	1.87	+	1.69	45.38
1487	gepflegt	758	12.49	52	3.88	+	1.69	94.07
1488	verschiedensten	685	11.29	47	3.51	+	1.69	85
1489	gesungen	816	13.44	56	4.18	+	1.69	101.23
1490	Norwegen	480	7.91	33	2.46	+	1.68	59.42
1491	Civilisation	494	8.14	34	2.54	+	1.68	61.08
1492	Lehr-	1714	28.24	118	8.81	+	1.68	211.86
1493	Gesinnung	2120	34.93	146	10.90	+	1.68	261.94
1494	Protestantischen	3267	53.82	225	16.79	+	1.68	403.65
1495	be«	2903	47.83	200	14.93	+	1.68	358.53
1496	Geschildert	551	9.08	38	2.84	+	1.68	67.97
1497	Aufregung	652	10.74	45	3.36	+	1.68	80.36
1498	31.	3709	61.10	256	19.11	+	1.68	457.11
1499	Häfen	1723	28.39	119	8.88	+	1.68	212.19
1500	Napoleon	1274	20.99	88	6.57	+	1.68	156.87
1501	Pädagogischer	361	5.95	25	1.87	+	1.67	44.32
1502	VotUM	361	5.95	25	1.87	+	1.67	44.32
1503	käfer	461	7.59	32	2.39	+	1.67	56.44
1504	Gebrüder	1066	17.56	74	5.52	+	1.67	130.5
1505	500,000	360	5.93	25	1.87	+	1.67	44.05
1506	musikalische	360	5.93	25	1.87	+	1.67	44.05
1507	Mundart	518	8.53	36	2.69	+	1.67	63.33
1508	Verurtheilten	374	6.16	26	1.94	+	1.67	45.71
1509	Fabrikant	359	5.91	25	1.87	+	1.66	43.79
1510	geist-	1565	25.78	109	8.14	+	1.66	190.86
1511	bildern	933	15.37	65	4.85	+	1.66	113.75
1512	lektion	373	6.15	26	1.94	+	1.66	45.45
1513	Städtische	487	8.02	34	2.54	+	1.66	59.23
1514	Angeregt	816	13.44	57	4.25	+	1.66	99.17
1515	Lord	458	7.55	32	2.39	+	1.66	55.65
1516	Pre-	415	6.84	29	2.16	+	1.66	50.41
1517	sämmtlicher	1430	23.56	100	7.46	+	1.66	173.57
1518	Erfaßt	486	8.01	34	2.54	+	1.66	58.96
1519	39.	614	10.12	43	3.21	+	1.66	74.4
1520	Griffel	514	8.47	36	2.69	+	1.66	62.27
1521	berechtigten	371	6.11	26	1.94	+	1.66	44.92
1522	redner	1712	28.20	120	8.96	+	1.65	207.23
1523	stil	428	7.05	30	2.24	+	1.65	51.81
1524	Adresse	911	15.01	64	4.78	+	1.65	109.98
1525	seeland	825	13.59	58	4.33	+	1.65	99.51
1526	“	3527	58.11	248	18.51	+	1.65	425.36
1527	kan-	1194	19.67	84	6.27	+	1.65	143.91
1528	Lehrèr	47423	781.28	3343	249.53	+	1.65	5705.05
1529	Athmen	538	8.86	38	2.84	+	1.64	64.54
1530	Fort¬	409	6.74	29	2.16	+	1.64	48.84
1531	Grund¬	521	8.58	37	2.76	+	1.64	62.09
1532	Glarns	505	8.32	36	2.69	+	1.63	59.91
1533	Fortbildung	1064	17.53	76	5.67	+	1.63	125.93
1534	Halbjähr	490	8.07	35	2.61	+	1.63	58
1535	12,000	741	12.21	53	3.96	+	1.63	87.56
1536	entsprechende	1342	22.11	96	7.17	+	1.63	158.55
1537	Schü-	447	7.36	32	2.39	+	1.62	52.76
1538	weitern	1829	30.13	131	9.78	+	1.62	215.77
1539	hebung	1960	32.29	141	10.52	+	1.62	230
1540	Feierlichkeit	653	10.76	47	3.51	+	1.62	76.58
1541	Glocken	970	15.98	70	5.22	+	1.61	113.39
1542	Glaubens-	540	8.90	39	2.91	+	1.61	63.06
1543	maïs	788	12.98	57	4.25	+	1.61	91.85
1544	sauren	594	9.79	43	3.21	+	1.61	69.17
1545	Kolonie	400	6.59	29	2.16	+	1.61	46.49
1546	Theologische	854	14.07	62	4.63	+	1.6	99.1
1547	blatte	909	14.98	66	4.93	+	1.6	105.47
1548	lösung	2255	37.15	164	12.24	+	1.6	261.11
1549	60,000	467	7.69	34	2.54	+	1.6	54
1550	Allmälig	2117	34.88	155	11.57	+	1.59	243.1
1551	Mittelmäßig	519	8.55	38	2.84	+	1.59	59.6
1552	Religionsunterricht	1666	27.45	122	9.11	+	1.59	191.27
1553	/o	464	7.64	34	2.54	+	1.59	53.23
1554	inspektoren	682	11.24	50	3.73	+	1.59	78.19
1555	Modelle	449	7.40	33	2.46	+	1.59	51.31
1556	Uebertrag	2313	38.11	170	12.69	+	1.59	264.35
1557	Schü¬	408	6.72	30	2.24	+	1.59	46.6
1558	BRASILIEN	679	11.19	50	3.73	+	1.58	77.42
1559	posen	624	10.28	46	3.43	+	1.58	71.05
1560	Anzuerkennen	461	7.59	34	2.54	+	1.58	52.46
1561	schwung	461	7.59	34	2.54	+	1.58	52.46
1562	Grundlinie	569	9.37	42	3.13	+	1.58	64.68
1563	musik	2219	36.56	164	12.24	+	1.58	251.84
1564	Obersimmenthal	460	7.58	34	2.54	+	1.58	52.2
1565	klee	554	9.13	41	3.06	+	1.58	62.77
1566	Kultus	689	11.35	51	3.81	+	1.58	78.05
1567	Katholische	11472	189.00	850	63.45	+	1.57	1298.02
1568	äußerlich	823	13.56	61	4.55	+	1.57	93.07
1569	unseren	971	16.00	72	5.37	+	1.57	109.75
1570	literarischen	445	7.33	33	2.46	+	1.57	50.29
1571	AmtSblatt	485	7.99	36	2.69	+	1.57	54.74
1572	zeitung	1940	31.96	144	10.75	+	1.57	218.98
1573	Naturkünde	1196	19.70	89	6.64	+	1.57	134.57
1574	nebenbei	497	8.19	37	2.76	+	1.57	55.89
1575	Schmal	591	9.74	44	3.28	+	1.57	66.46
1576	ecken	537	8.85	40	2.99	+	1.57	60.35
1577	bezeichnung	1315	21.66	98	7.31	+	1.57	147.68
1578	Freiwilligen	1073	17.68	80	5.97	+	1.57	120.44
1579	arbeitern	790	13.02	59	4.40	+	1.56	88.48
1580	Bauch	388	6.39	29	2.16	+	1.56	43.41
1581	Oktober	4611	75.97	345	25.75	+	1.56	515.24
1582	Schwyzer	480	7.91	36	2.69	+	1.56	53.47
1583	klöstern	1144	18.85	86	6.42	+	1.55	127.06
1584	Passende	572	9.42	43	3.21	+	1.55	63.53
1585	eingeübt	399	6.57	30	2.24	+	1.55	44.3
1586	schreien	399	6.57	30	2.24	+	1.55	44.3
1587	01	704	11.60	53	3.96	+	1.55	78.04
1588	Amtliche	996	16.41	75	5.60	+	1.55	110.38
1589	3.	12035	198.27	907	67.70	+	1.55	1332.51
1590	bucheS	1300	21.42	98	7.31	+	1.55	143.87
1591	Bülach	1366	22.50	103	7.69	+	1.55	151.12
1592	Orthographie	728	11.99	55	4.11	+	1.55	80.34
1593	suM	1403	23.11	106	7.91	+	1.55	154.82
1594	seltener	1283	21.14	97	7.24	+	1.55	141.45
1595	Besuch	2685	44.23	203	15.15	+	1.55	296.02
1596	Stocke	593	9.77	45	3.36	+	1.54	65.06
1597	klassischen	474	7.81	36	2.69	+	1.54	51.95
1598	Besprechen	658	10.84	50	3.73	+	1.54	72.07
1599	Aussprache	684	11.27	52	3.88	+	1.54	74.87
1600	gründung	2286	37.66	174	12.99	+	1.54	249.83
1601	strahl	578	9.52	44	3.28	+	1.54	63.16
1602	kreises	1523	25.09	116	8.66	+	1.53	166.3
1603	christlicher	1076	17.73	82	6.12	+	1.53	117.41
1604	Vereinen	905	14.91	69	5.15	+	1.53	98.69
1605	gefeiert	1049	17.28	80	5.97	+	1.53	114.35
1606	Stifte	865	14.25	66	4.93	+	1.53	94.23
1607	H.	13629	224.53	1041	77.70	+	1.53	1482.91
1608	Bereitwillig	471	7.76	36	2.69	+	1.53	51.19
1609	Ell	471	7.76	36	2.69	+	1.53	51.19
1610	rektor	1385	22.82	106	7.91	+	1.53	150.28
1611	Tell	418	6.89	32	2.39	+	1.53	45.34
1612	Aufrecht	1760	29.00	135	10.08	+	1.52	190.41
1613	direkt	873	14.38	67	5.00	+	1.52	94.38
1614	Protestanten	4152	68.40	319	23.81	+	1.52	448.23
1615	Niedersimmenthal	520	8.57	40	2.99	+	1.52	56.04
1616	gebete	1818	29.95	140	10.45	+	1.52	195.66
1617	Längere	1803	29.70	139	10.38	+	1.52	193.76
1618	Zusammengestellt	441	7.27	34	2.54	+	1.52	47.39
1619	gedicht	505	8.32	39	2.91	+	1.52	54.14
1620	Bi-	1256	20.69	97	7.24	+	1.51	134.66
1621	Erziehungsräthe	556	9.16	43	3.21	+	1.51	59.5
1622	gesang	3048	50.21	236	17.62	+	1.51	325.67
1623	gestellte	581	9.57	45	3.36	+	1.51	62.05
1624	Fakultät	1123	18.50	87	6.49	+	1.51	119.9
1625	Ärmenwesen	826	13.61	64	4.78	+	1.51	88.17
1626	Weiteres	942	15.52	73	5.45	+	1.51	100.53
1627	Sklaven	705	11.61	55	4.11	+	1.5	74.57
1628	aufgabe	9735	160.38	760	56.73	+	1.5	1028.77
1629	Provisorisch	1165	19.19	91	6.79	+	1.5	123.01
1630	Maul	486	8.01	38	2.84	+	1.5	51.25
1631	ausgestattet	485	7.99	38	2.84	+	1.49	51
1632	Äargau	7319	120.58	575	42.92	+	1.49	766.84
1633	Personal	496	8.17	39	2.91	+	1.49	51.9
1634	poetischen	521	8.58	41	3.06	+	1.49	54.46
1635	Febr	686	11.30	54	4.03	+	1.49	71.68
1636	dreieck	1218	20.07	96	7.17	+	1.49	127.04
1637	ergebnisse	1255	20.68	99	7.39	+	1.48	130.75
1638	zurückgekehrt	621	10.23	49	3.66	+	1.48	64.67
1639	Einlagen	456	7.51	36	2.69	+	1.48	47.45
1640	Einschreiten	570	9.39	45	3.36	+	1.48	59.32
1641	erfreulich	608	10.02	48	3.58	+	1.48	63.27
1642	KorpS	684	11.27	54	4.03	+	1.48	71.18
1643	Theil-	646	10.64	51	3.81	+	1.48	67.23
